Lake.Name,STN,Site.ID,Year,meanTP_yearly,Latitude,Longitude
ABERDEEN LAKE (BASS),4,1,2002,15.44166667,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2003,12.21666667,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2004,13.525,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2005,10.14166667,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2006,14.55,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2007,14.925,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2008,15.375,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2009,16.125,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2010,13.13333333,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2011,16.23333333,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2012,17.25,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2013,12.9,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2014,12.2,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2015,10.73333333,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2016,14.1,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2017,11.95,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,2,2005,10.8,46.50333333,-83.79361111
ABERDEEN LAKE (BASS),4,4,2010,8.4,46.50611111,-83.81138889
ABERDEEN LAKE (BASS),4,4,2016,7.4,46.50611111,-83.81138889
ABITIBI LAKE,2451,1,2010,92.1,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2012,52.2,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2014,33.6,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2015,64,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2016,50.5,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2017,60.7,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2018,45.8,48.79305556,-80.15444444
ABITIBI LAKE,2451,2,2016,47.6,48.66805556,-79.73916667
ABITIBI LAKE,2451,2,2017,47.6,48.66805556,-79.73916667
ABITIBI LAKE,2451,2,2018,41.5,48.66805556,-79.73916667
ABITIBI LAKE,2451,3,2010,57.7,48.64361111,-79.89277778
ABITIBI LAKE,2451,3,2012,51.5,48.64361111,-79.89277778
ABITIBI LAKE,2451,3,2014,45.3,48.64361111,-79.89277778
ABITIBI LAKE,2451,3,2016,40.8,48.64361111,-79.89277778
ABITIBI LAKE,2451,3,2017,52.5,48.64361111,-79.89277778
ABITIBI LAKE,2451,3,2018,38.3,48.64361111,-79.89277778
ABITIBI LAKE,2451,4,2016,48.3,48.7775,-79.57638889
ABITIBI LAKE,2451,4,2017,49.7,48.7775,-79.57638889
ABITIBI LAKE,2451,9,2014,46.4,48.69444444,-79.96694444
ABITIBI LAKE,2451,10,2014,51.8,48.69083333,-79.53138889
ABITIBI LAKE,2451,11,2014,64.6,48.82027778,-80.13027778
ABITIBI LAKE,2451,12,2014,63.6,48.91388889,-80.12222222
ABITIBI LAKE,2451,13,2014,63.2,48.91361111,-80.06666667
ABITIBI LAKE,2451,14,2014,61.8,48.93333333,-79.89527778
ABITIBI LAKE,2451,15,2014,61.8,48.86694444,-79.85666667
ABITIBI LAKE,2451,16,2014,60.4,48.86916667,-79.91805556
ABITIBI LAKE,2451,17,2014,64.4,48.88055556,-79.96916667
ABITIBI LAKE,2451,18,2014,65,48.88444444,-80.03888889
ABITIBI LAKE,2451,19,2014,53.8,48.79361111,-80.07027778
ABITIBI LAKE,2451,20,2014,67,48.81222222,-80.19388889
ABITIBI LAKE,2451,21,2018,45.1,48.75166667,-79.91611111
ACHESON LAKE,10,1,2004,6.9,46.57944444,-81.90861111
ADA LAKE,15,1,2004,12.85,45.09111111,-79.64055556
ADA LAKE,15,1,2007,17.6,45.09111111,-79.64055556
ADA LAKE,15,2,2015,18.2,45.09,-79.63861111
ADA LAKE,15,2,2016,9.4,45.09,-79.63861111
ADA LAKE,15,2,2017,20.3,45.09,-79.63861111
ADA LAKE,15,2,2018,20,45.09,-79.63861111
ADA LAKE,15,2,2019,16.1,45.09,-79.63861111
ADAM'S LAKE,6931,1,2002,20.4,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2003,15.5,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2004,16.35,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2005,14,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2006,10.95,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2007,13.2,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2008,32.4,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2009,12.45,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2010,11.8,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2011,12.9,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2012,14.6,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2013,12.4,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2015,11.9,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2016,13.6,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2018,13.9,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2019,11.7,44.81111111,-76.21527778
ADAM'S LAKE,6931,3,2010,12.4,44.81,-77.77861111
ADAM'S LAKE,6931,3,2014,12,44.81,-77.77861111
ADAM'S LAKE,6931,3,2016,16.7,44.81,-77.77861111
ADMIRAL LAKE,7363,1,2004,7.6,48.32361111,-83.55
AEROBUS LAKE,25,1,2018,9.7,50.34722222,-93.35638889
AEROBUS LAKE,25,2,2018,8.9,50.30722222,-93.4175
AGIMAK LAKE,7381,1,2004,15.75,49.33638889,-91.69388889
AGIMAK LAKE,7381,1,2005,9.9,49.33638889,-91.69388889
AGIMAK LAKE,7381,1,2018,7.2,49.33638889,-91.69388889
AGIMAK LAKE,7381,1,2019,8,49.33638889,-91.69388889
AGIMAK LAKE,7381,2,2004,12.75,49.36972222,-91.69305556
AGIMAK LAKE,7381,2,2018,6.1,49.36972222,-91.69305556
AGIMAK LAKE,7381,2,2019,8,49.36972222,-91.69305556
AGIMAK LAKE,7381,3,2004,10.85,49.40361111,-91.68027778
AGIMAK LAKE,7381,3,2005,7.65,49.40361111,-91.68027778
AGIMAK LAKE,7381,3,2018,6.3,49.40361111,-91.68027778
AGIMAK LAKE,7381,3,2019,8.6,49.40361111,-91.68027778
AGNEW LAKE,6051,1,2005,6.45,46.35388889,-81.73333333
AGNEW LAKE,6051,1,2006,6,46.35388889,-81.73333333
AGNEW LAKE,6051,1,2007,6.55,46.35388889,-81.73333333
AGNEW LAKE,6051,2,2006,6,46.35416667,-81.73472222
AGNEW LAKE,6051,2,2007,5.75,46.35416667,-81.73472222
AGNEW LAKE,6051,3,2014,10.7,46.37638889,-81.66361111
AHMIC LAKE,32,1,2002,6.8,45.63055556,-79.65138889
AHMIC LAKE,32,1,2003,13.55,45.63055556,-79.65138889
AHMIC LAKE,32,1,2004,12.025,45.63055556,-79.65138889
AHMIC LAKE,32,1,2005,8.583333333,45.63055556,-79.65138889
AHMIC LAKE,32,1,2006,10.57,45.63055556,-79.65138889
AHMIC LAKE,32,1,2007,9.558333333,45.63055556,-79.65138889
AHMIC LAKE,32,1,2008,13.78,45.63055556,-79.65138889
AHMIC LAKE,32,1,2009,9.88,45.63055556,-79.65138889
AHMIC LAKE,32,1,2010,9.4,45.63055556,-79.65138889
AHMIC LAKE,32,1,2011,10.2,45.63055556,-79.65138889
AHMIC LAKE,32,1,2012,7.85,45.63055556,-79.65138889
AHMIC LAKE,32,1,2013,9.116666667,45.63055556,-79.65138889
AHMIC LAKE,32,1,2014,10.96,45.63055556,-79.65138889
AHMIC LAKE,32,1,2015,8.925,45.63055556,-79.65138889
AHMIC LAKE,32,1,2016,7.783333333,45.63055556,-79.65138889
AHMIC LAKE,32,1,2017,12.6,45.63055556,-79.65138889
AHMIC LAKE,32,1,2018,8.8,45.63055556,-79.65138889
AHMIC LAKE,32,1,2019,9.116666667,45.63055556,-79.65138889
AHMIC LAKE,32,2,2002,14.7,45.65222222,-79.72333333
AHMIC LAKE,32,2,2003,16.45,45.65222222,-79.72333333
AHMIC LAKE,32,2,2004,11.25,45.65222222,-79.72333333
AHMIC LAKE,32,2,2005,7.241666667,45.65222222,-79.72333333
AHMIC LAKE,32,2,2006,8.98,45.65222222,-79.72333333
AHMIC LAKE,32,2,2007,8.808333333,45.65222222,-79.72333333
AHMIC LAKE,32,2,2008,12.27,45.65222222,-79.72333333
AHMIC LAKE,32,2,2009,8.74,45.65222222,-79.72333333
AHMIC LAKE,32,2,2010,9.316666667,45.65222222,-79.72333333
AHMIC LAKE,32,2,2011,8.95,45.65222222,-79.72333333
AHMIC LAKE,32,2,2012,7.416666667,45.65222222,-79.72333333
AHMIC LAKE,32,2,2013,8.95,45.65222222,-79.72333333
AHMIC LAKE,32,2,2014,9.68,45.65222222,-79.72333333
AHMIC LAKE,32,2,2015,8.083333333,45.65222222,-79.72333333
AHMIC LAKE,32,2,2016,7.516666667,45.65222222,-79.72333333
AHMIC LAKE,32,2,2017,10.125,45.65222222,-79.72333333
AHMIC LAKE,32,2,2018,8,45.65222222,-79.72333333
AHMIC LAKE,32,2,2019,8.816666667,45.65222222,-79.72333333
AHMIC LAKE,32,4,2017,10,45.63111111,-79.63972222
AHMIC LAKE,32,5,2017,9.5,45.65472222,-79.73277778
AIRD LAKE,33,2,2014,8.6,45.13916667,-77.08083333
AIRD LAKE,33,2,2015,6.3,45.13916667,-77.08083333
AIRD LAKE,33,2,2016,6.2,45.13916667,-77.08083333
AIRD LAKE,33,2,2017,8.1,45.13916667,-77.08083333
AIRD LAKE,33,2,2019,7.9,45.13916667,-77.08083333
AIRPORT LAKE,6567,1,2006,17.7,49.87583333,-93.4425
AIRPORT LAKE,6567,1,2007,14.15,49.87583333,-93.4425
AKWESKWA LAKE,7590,1,2014,12.7,48.17666667,-81.90416667
AKWESKWA LAKE,7590,1,2015,13.4,48.17666667,-81.90416667
AKWESKWA LAKE,7590,1,2016,10,48.17666667,-81.90416667
AKWESKWA LAKE,7590,2,2014,11.1,48.15694444,-81.89888889
AKWESKWA LAKE,7590,2,2015,11.6,48.15694444,-81.89888889
AKWESKWA LAKE,7590,2,2016,9.7,48.15694444,-81.89888889
ALBION LAKE,5204,1,2015,13.7,45.05527778,-77.99
ALCES LAKE,6113,1,2004,8.3,46.75583333,-82.13944444
ALCOCK LAKE,7600,1,2014,25.6,49.99361111,-94.51111111
ALCOCK LAKE,7600,1,2015,27.9,49.99361111,-94.51111111
ALCOCK LAKE,7600,1,2016,28.6,49.99361111,-94.51111111
ALCOCK LAKE,7600,2,2014,28,49.82666667,-94.49333333
ALCOCK LAKE,7600,2,2015,34.7,49.82666667,-94.49333333
ALCOCK LAKE,7600,2,2016,28.2,49.82666667,-94.49333333
ALLAN LAKE,55,1,2014,19.3,49.68444444,-82.77333333
ALLAN LAKE,55,1,2015,23.2,49.68444444,-82.77333333
ALLAN LAKE,55,1,2016,29.1,49.68444444,-82.77333333
ALLAN LAKE,55,2,2014,30.7,49.6725,-82.74527778
ALLAN LAKE,55,2,2015,25.9,49.6725,-82.74527778
ALLAN LAKE,55,2,2016,22.1,49.6725,-82.74527778
ALLEN LAKE,6114,1,2002,10,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2003,5.35,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2004,5.35,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2006,9.75,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2007,6.65,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2008,6.65,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2009,6.15,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2010,5.1,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2011,9.7,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2012,5.8,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2013,6,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2014,7.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2015,5,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2016,5.7,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2017,5.8,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2018,5.7,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2019,5,45.12361111,-78.25277778
ALLEN LAKE,6114,2,2014,7.3,45.12166667,-78.25027778
ALLEN LAKE (NL),59,1,2010,5.5,46.23611111,-82.89944444
ALLURING LAKE,61,1,2002,5.85,45.78611111,-78.1375
ANIMA NIPISSING LAKE,86,1,2004,4.6,47.24638889,-79.94722222
ANIMA NIPISSING LAKE,86,2,2007,4.75,47.28333333,-79.88222222
ANIMA NIPISSING LAKE,86,2,2010,3,47.28333333,-79.88222222
ANIMA NIPISSING LAKE,86,2,2018,3,47.28333333,-79.88222222
ANIMA NIPISSING LAKE,86,3,2010,2.8,47.25805556,-79.92861111
ANIMA NIPISSING LAKE,86,3,2018,2.6,47.25805556,-79.92861111
ANIMA NIPISSING LAKE,86,4,2007,3.4,47.26777778,-79.99583333
ANIMA NIPISSING LAKE,86,4,2010,3.4,47.26777778,-79.99583333
ANIMA NIPISSING LAKE,86,4,2018,2.8,47.26777778,-79.99583333
ANIMOOSH LAKE,88,1,2002,11.75,45.77194444,-78.13805556
ANSELMI LAKE,7636,1,2015,8.9,45.20916667,-79.71055556
ANSTRUTHER LAKE,96,1,2002,6.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2003,5.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2004,7.9,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2005,5.3,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2006,5.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2007,7.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2008,6.85,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2009,4.55,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2010,4.7,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2013,4.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2014,7.3,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2018,4.6,44.755,-78.19444444
ANSTRUTHER LAKE,96,2,2002,7.25,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2003,12,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2004,6.15,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2005,4.05,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2006,5.7,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2007,6.15,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2008,5.65,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2009,5.3,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2010,4.6,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2013,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2014,4.6,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2017,6.9,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2019,5.45,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,3,2004,5,44.76138889,-78.20083333
ANSTRUTHER LAKE,96,3,2017,9.5,44.76138889,-78.20083333
ANSTRUTHER LAKE,96,4,2004,5.05,44.73833333,-78.22722222
ANSTRUTHER LAKE,96,4,2017,8.1,44.73833333,-78.22722222
ANSTRUTHER LAKE,96,5,2010,3.3,44.74222222,-78.20333333
ANTRIM LAKE,99,1,2004,7.85,46.93583333,-81.62527778
APSEY LAKE,106,1,2010,13.6,46.20861111,-81.7825
APSEY LAKE,106,2,2010,12.5,46.21527778,-81.77444444
APSEY LAKE,106,3,2010,11.7,46.2275,-81.76361111
APSEY LAKE,106,4,2010,11.25,46.23027778,-81.75444444
ARDOCH LAKE,2776,1,2004,15.1,44.93138889,-76.86277778
ARDOCH LAKE,2776,2,2010,5.3,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2011,9.2,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2012,6.6,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2013,6.3,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2014,7,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2015,7.6,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2016,6.183333333,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2017,5.525,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2018,6.183333333,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2019,7.05,44.93083333,-76.86444444
ARGYLE LAKE,7412,1,2005,8,48.04527778,-80.86166667
ARGYLE LAKE,7412,2,2005,8.35,48.035,-80.85555556
ARMISHAW LAKE,5041,1,2012,9.5,45.23361111,-79.77305556
ARMISHAW LAKE,5041,1,2013,4.3,45.23361111,-79.77305556
ARMISHAW LAKE,5041,1,2015,5.7,45.23361111,-79.77305556
ARMISHAW LAKE,5041,1,2018,14.1,45.23361111,-79.77305556
ARMSTRONG LAKE,120,1,2002,18,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2003,9.25,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2004,12,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2005,10.9,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2006,9.4,49.97166667,-94.38333333
ARMSTRONG LAKE,7452,1,2008,7.7,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2009,11.15,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2010,7.5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2011,6.7,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2012,4.9,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2013,5.9,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2014,16.6,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2015,7.5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2016,5.4,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2017,5.4,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2018,6.5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2019,6.2,46.53055556,-81.55833333
ARNOTT LAKE,123,1,2015,5,49.59777778,-84.59972222
ARNOTT LAKE,123,1,2016,5.6,49.59777778,-84.59972222
ARNOTT LAKE,123,1,2018,4,49.59777778,-84.59972222
ARNOTT LAKE,123,2,2015,4.2,49.59861111,-84.61
ARNOTT LAKE,123,2,2016,5,49.59861111,-84.61
ARNOTT LAKE,123,2,2018,2.7,49.59861111,-84.61
ARROW LAKE,125,2,2004,3.15,48.14805556,-90.31972222
ARROW LAKE,125,2,2005,2.7,48.14805556,-90.31972222
ARROW LAKE,125,2,2006,4.65,48.14805556,-90.31972222
ARROW LAKE,125,2,2008,5.15,48.14805556,-90.31972222
ARROW LAKE,125,3,2010,3.9,48.14555556,-90.31583333
ARROW LAKE,125,3,2012,5.2,48.14555556,-90.31583333
ARROW LAKE,125,4,2010,3.8,48.16611111,-90.24333333
ARROW LAKE,125,4,2012,4.4,48.16611111,-90.24333333
ARROW LAKE,125,4,2019,5.6,48.16611111,-90.24333333
ARROW LAKE,125,5,2010,4.2,48.17361111,-90.20138889
ARROW LAKE,125,5,2012,5.5,48.17361111,-90.20138889
ARROW LAKE,125,5,2019,7.7,48.17361111,-90.20138889
ARROW LAKE,125,6,2010,4.2,48.17166667,-90.16972222
ARROW LAKE,125,6,2012,5,48.17166667,-90.16972222
ARROWHEAD LAKE (RAT),126,1,2016,11.7,45.39805556,-79.20333333
ASHBY LAKE,131,2,2002,6.8,45.09444444,-77.3625
ASHBY LAKE,131,2,2003,15,45.09444444,-77.3625
ASHBY LAKE,131,2,2004,4.75,45.09444444,-77.3625
ASHBY LAKE,131,2,2005,4.45,45.09444444,-77.3625
ASHBY LAKE,131,2,2006,6.5,45.09444444,-77.3625
ASHBY LAKE,131,2,2007,5.35,45.09444444,-77.3625
ASHBY LAKE,131,2,2008,7.15,45.09444444,-77.3625
ASHBY LAKE,131,2,2009,5.55,45.09444444,-77.3625
ASHBY LAKE,131,2,2010,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2011,4.6,45.09444444,-77.3625
ASHBY LAKE,131,2,2012,4,45.09444444,-77.3625
ASHBY LAKE,131,2,2013,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2014,8.3,45.09444444,-77.3625
ASHBY LAKE,131,2,2015,7,45.09444444,-77.3625
ASHBY LAKE,131,2,2016,3.3,45.09444444,-77.3625
ASHBY LAKE,131,2,2017,7.2,45.09444444,-77.3625
ASHBY LAKE,131,2,2018,4.6,45.09444444,-77.3625
ASHBY LAKE,131,2,2019,5.9,45.09444444,-77.3625
ASHBY LAKE,131,3,2002,5.95,45.09083333,-77.3525
ASHBY LAKE,131,3,2003,3.85,45.09083333,-77.3525
ASHBY LAKE,131,3,2004,6.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2005,5.9,45.09083333,-77.3525
ASHBY LAKE,131,3,2006,5.85,45.09083333,-77.3525
ASHBY LAKE,131,3,2007,4.5,45.09083333,-77.3525
ASHBY LAKE,131,3,2009,6.1,45.09083333,-77.3525
ASHBY LAKE,131,3,2010,4.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2011,6.7,45.09083333,-77.3525
ASHBY LAKE,131,3,2012,5.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2013,6.7,45.09083333,-77.3525
ASHBY LAKE,131,3,2014,5.8,45.09083333,-77.3525
ASHBY LAKE,131,3,2015,5.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2016,3.7,45.09083333,-77.3525
ASHBY LAKE,131,3,2017,10.1,45.09083333,-77.3525
ASHBY LAKE,131,3,2018,5.9,45.09083333,-77.3525
ASHBY LAKE,131,3,2019,5.5,45.09083333,-77.3525
ASHBY LAKE,131,4,2005,5.05,45.09,-77.34222222
ASHBY LAKE,131,4,2013,5.3,45.09,-77.34222222
ASHBY LAKE,131,5,2005,4.9,45.0875,-77.35833333
ASHBY LAKE,131,6,2005,4.65,45.09472222,-77.35861111
ASHBY LAKE,131,6,2013,4.5,45.09472222,-77.35861111
ASHBY LAKE,131,7,2005,6.6,45.09472222,-77.34722222
ASHBY LAKE,131,7,2013,5.1,45.09472222,-77.34722222
ASHBY LAKE,131,8,2013,4.7,45.09083333,-77.35305556
ASHIGAMI LAKE,132,1,2006,5.1,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2008,4.1,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2009,4.6,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2010,4.1,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2011,7.4,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2012,4.6,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2013,4.7,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2014,5,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2015,5.3,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2016,4.6,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2017,3,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2018,5.8,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2019,4.8,46.65,-80.56666667
ASHIGAMI LAKE,132,2,2006,4.15,46.66888889,-80.56583333
ASHIGAMI LAKE,132,2,2007,5.35,46.66888889,-80.56583333
ASHIGAMI LAKE,132,2,2018,5.7,46.66888889,-80.56583333
ASHIGAMI LAKE,132,3,2010,4.5,46.65,-80.56666667
ASHIGAMI LAKE,132,3,2012,4.2,46.65,-80.56666667
ASTROLABE LAKE,6125,1,2003,8,45.60277778,-76.83666667
ATHELSTANE LAKE,136,1,2010,9.3,48.76805556,-90.23555556
ATHELSTANE LAKE,136,1,2012,9.5,48.76805556,-90.23555556
ATHELSTANE LAKE,136,1,2019,11.6,48.76805556,-90.23555556
ATHELSTANE LAKE,136,2,2010,10,48.77444444,-90.20138889
ATHELSTANE LAKE,136,2,2012,9.4,48.77444444,-90.20138889
ATHELSTANE LAKE,136,2,2019,11.6,48.77444444,-90.20138889
ATKINS LAKE,140,1,2003,9.2,45.11861111,-79.22833333
AUSTEN LAKE,7460,1,2010,9.4,48.0275,-81.05305556
AUSTEN LAKE,7460,2,2010,7.3,48.05333333,-81.06138889
AUSTIN LAKE,6932,1,2002,25.1,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2003,11.9,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2004,20.05,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2005,13.85,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2006,11.25,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2007,19.3,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2008,18.15,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2009,13.45,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2010,14.7,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2011,12.9,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2012,16.7,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2013,12.7,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2014,12.8,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2015,12,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2016,14.2,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2017,11,49.89777778,-94.37611111
AUSTIN LAKE,6932,2,2005,18.35,49.88611111,-94.375
AUSTIN LAKE,6932,2,2014,13.7,49.88611111,-94.375
AUSTIN LAKE,6932,2,2015,14.5,49.88611111,-94.375
AUSTIN LAKE,6932,2,2016,17.2,49.88611111,-94.375
AYLEN LAKE,160,1,2002,5.45,45.61666667,-77.85
AYLEN LAKE,160,1,2003,1.55,45.61666667,-77.85
AYLEN LAKE,160,1,2004,6.95,45.61666667,-77.85
AYLEN LAKE,160,1,2017,3.3,45.61666667,-77.85
AYLEN LAKE,160,1,2018,3.7,45.61666667,-77.85
AYLEN LAKE,160,1,2019,3.7,45.61666667,-77.85
AYLEN LAKE,160,2,2019,5.8,45.63611111,-77.89138889
AYLEN LAKE,160,3,2019,4,45.62527778,-77.84388889
AYLEN LAKE,160,4,2019,4.9,45.59916667,-77.84166667
BABY LAKE,163,1,2003,6.3,45.2625,-79.77611111
BABY LAKE,163,1,2019,7.2,45.2625,-79.77611111
BABY LAKE,163,2,2010,6.25,45.20333333,-79.79
BABY LAKE,163,2,2012,5.3,45.20333333,-79.79
BABY LAKE,163,2,2014,6.8,45.20333333,-79.79
BABY LAKE,163,2,2016,16.2,45.20333333,-79.79
BABY LAKE,163,2,2017,17.2,45.20333333,-79.79
BABY LAKE,163,2,2019,12.5,45.20333333,-79.79
BACK LAKE,165,1,2012,6.8,45.31083333,-79.91611111
BACK LAKE,165,1,2013,8.9,45.31083333,-79.91611111
BACK LAKE,165,1,2015,7.7,45.31083333,-79.91611111
BACK LAKE,165,1,2017,11.8,45.31083333,-79.91611111
BACK LAKE,165,1,2018,7.5,45.31083333,-79.91611111
BAGOT LONG LAKE,171,1,2002,13.4,45.2375,-76.64861111
