Lake.Name,STN,Site.ID,Year,meanTP_yearly,Latitude,Longitude
BLACKWATER LAKE,462,2,2010,14.4,45.42694444,-79.81805556
BLACKWATER LAKE,462,2,2013,8.6,45.42694444,-79.81805556
BLACKWATER LAKE,462,2,2015,8.6,45.42694444,-79.81805556
BLACKWATER LAKE,462,2,2017,16.95,45.42694444,-79.81805556
BLACKWATER LAKE,462,2,2019,10,45.42694444,-79.81805556
BLINDFOLD LAKE,468,1,2002,10.35,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2003,9.85,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2004,6.85,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2005,11.7,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2006,8.2,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2007,12.95,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2008,11,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2009,14.6,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2010,14.1,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2011,11.7,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2012,9.8,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2013,14.1,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2014,15.4,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2015,11,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2016,11.2,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2017,11.6,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2018,13.7,49.67472222,-94.26472222
BLINDFOLD LAKE,468,1,2019,10.2,49.67472222,-94.26472222
BLINDFOLD LAKE,468,2,2005,14.9,49.66944444,-94.25
BLINDFOLD LAKE,468,2,2014,10.5,49.66944444,-94.25
BLINDFOLD LAKE,468,2,2015,13.1,49.66944444,-94.25
BLINDFOLD LAKE,468,2,2016,14.6,49.66944444,-94.25
BLINDFOLD LAKE,468,3,2005,19.6,49.66666667,-94.25
BLINDFOLD LAKE,468,3,2014,12.1,49.66666667,-94.25
BLINDFOLD LAKE,468,3,2015,15.4,49.66666667,-94.25
BLINDFOLD LAKE,468,3,2016,17.8,49.66666667,-94.25
BLINDFOLD LAKE,468,4,2013,30.3,49.675,-94.26527778
BLUE LAKE,6168,1,2004,8.1,44.88333333,-77.03333333
BLUE LAKE,484,1,2004,6.55,45.22638889,-78.54527778
BLUE LAKE,477,1,2004,4.25,45.27833333,-79.99638889
BLUE LAKE,477,1,2005,5.2,45.27833333,-79.99638889
BLUE LAKE,477,1,2006,5.4,45.27833333,-79.99638889
BLUE LAKE,477,1,2010,2.5,45.27833333,-79.99638889
BLUE LAKE,477,2,2012,3.1,45.27833333,-79.99638889
BLUE LAKE,477,2,2014,3,45.27833333,-79.99638889
BLUE LAKE,477,2,2016,3,45.27833333,-79.99638889
BLUE LAKE,477,2,2018,4,45.27833333,-79.99638889
BLUE LAKE,7356,1,2004,11.5,49.90722222,-93.48833333
BLUE LAKE,7356,1,2019,8.6,49.90722222,-93.48833333
BOB LAKE (BIG),505,2,2009,6.75,44.90888889,-78.77611111
BOB LAKE (BIG),505,2,2010,9.4,44.90888889,-78.77611111
BOB LAKE (BIG),505,2,2011,7.3,44.90888889,-78.77611111
BOB LAKE (BIG),505,2,2012,5.4,44.90888889,-78.77611111
BOB LAKE (BIG),505,2,2018,4.7,44.90888889,-78.77611111
BOB LAKE (BIG),505,2,2019,5.8,44.90888889,-78.77611111
BOB LAKE (BIG),505,3,2016,7.5,44.91666667,-78.78333333
BOB LAKE (BIG),505,4,2013,7.3,44.92027778,-78.79055556
BOB LAKE (BIG),505,4,2014,5.8,44.92027778,-78.79055556
BOB LAKE (BIG),505,4,2015,6.5,44.92027778,-78.79055556
BOB LAKE (BIG),505,4,2016,4,44.92027778,-78.79055556
BOB LAKE (BIG),505,4,2017,7.7,44.92027778,-78.79055556
BOBS LAKE,510,2,2003,8.85,44.62583333,-76.62694444
BOBS LAKE,510,2,2004,14,44.62583333,-76.62694444
BOBS LAKE,510,2,2005,11.1,44.62583333,-76.62694444
BOBS LAKE,510,2,2006,8.25,44.62583333,-76.62694444
BOBS LAKE,510,2,2007,8.9,44.62583333,-76.62694444
BOBS LAKE,510,2,2008,10.05,44.62583333,-76.62694444
BOBS LAKE,510,2,2009,10.8,44.62583333,-76.62694444
BOBS LAKE,510,2,2010,9.5,44.62583333,-76.62694444
BOBS LAKE,510,2,2011,11.3,44.62583333,-76.62694444
BOBS LAKE,510,2,2012,8.4,44.62583333,-76.62694444
BOBS LAKE,510,2,2013,10,44.62583333,-76.62694444
BOBS LAKE,510,2,2014,10.4,44.62583333,-76.62694444
BOBS LAKE,510,3,2005,9.75,44.68027778,-76.59666667
BOBS LAKE,510,3,2006,9.25,44.68027778,-76.59666667
BOBS LAKE,510,3,2007,7.15,44.68027778,-76.59666667
BOBS LAKE,510,3,2008,8.45,44.68027778,-76.59666667
BOBS LAKE,510,3,2009,7.8,44.68027778,-76.59666667
BOBS LAKE,510,3,2010,12.2,44.68027778,-76.59666667
BOBS LAKE,510,3,2011,7.9,44.68027778,-76.59666667
BOBS LAKE,510,3,2012,7.9,44.68027778,-76.59666667
BOBS LAKE,510,3,2013,9.2,44.68027778,-76.59666667
BOBS LAKE,510,3,2014,19,44.68027778,-76.59666667
BOBS LAKE,510,3,2015,8.7,44.68027778,-76.59666667
BOBS LAKE,510,3,2016,30.3,44.68027778,-76.59666667
BOBS LAKE,510,3,2018,64,44.68027778,-76.59666667
BOBS LAKE,510,3,2019,10.7,44.68027778,-76.59666667
BOBS LAKE,510,4,2002,15.95,44.67638889,-76.61138889
BOBS LAKE,510,4,2003,9.15,44.67638889,-76.61138889
BOBS LAKE,510,4,2004,12.5,44.67638889,-76.61138889
BOBS LAKE,510,4,2005,9.85,44.67638889,-76.61138889
BOBS LAKE,510,4,2006,8.5,44.67638889,-76.61138889
BOBS LAKE,510,4,2007,9.55,44.67638889,-76.61138889
BOBS LAKE,510,4,2008,8.85,44.67638889,-76.61138889
BOBS LAKE,510,4,2009,7.75,44.67638889,-76.61138889
BOBS LAKE,510,4,2010,7.6,44.67638889,-76.61138889
BOBS LAKE,510,4,2011,11.8,44.67638889,-76.61138889
BOBS LAKE,510,4,2012,6.6,44.67638889,-76.61138889
BOBS LAKE,510,4,2013,8.7,44.67638889,-76.61138889
BOBS LAKE,510,5,2002,11.4,44.70222222,-76.56361111
BOBS LAKE,510,5,2003,9.35,44.70222222,-76.56361111
BOBS LAKE,510,5,2004,12.1,44.70222222,-76.56361111
BOBS LAKE,510,5,2005,11.65,44.70222222,-76.56361111
BOBS LAKE,510,5,2006,9.85,44.70222222,-76.56361111
BOBS LAKE,510,5,2007,9.5,44.70222222,-76.56361111
BOBS LAKE,510,5,2008,9.15,44.70222222,-76.56361111
BOBS LAKE,510,5,2009,8.3,44.70222222,-76.56361111
BOBS LAKE,510,5,2010,9.7,44.70222222,-76.56361111
BOBS LAKE,510,5,2011,9.9,44.70222222,-76.56361111
BOBS LAKE,510,5,2012,8.9,44.70222222,-76.56361111
BOBS LAKE,510,5,2013,8.1,44.70222222,-76.56361111
BOBS LAKE,510,5,2014,9.6,44.70222222,-76.56361111
BOBS LAKE,510,5,2016,7.3,44.70222222,-76.56361111
BOBS LAKE,510,5,2019,10.9,44.70222222,-76.56361111
BOBS LAKE,510,6,2002,15.05,44.64638889,-76.59416667
BOBS LAKE,510,6,2003,13.3,44.64638889,-76.59416667
BOBS LAKE,510,6,2004,8.05,44.64638889,-76.59416667
BOBS LAKE,510,6,2005,8.5,44.64638889,-76.59416667
BOBS LAKE,510,6,2006,5.8,44.64638889,-76.59416667
BOBS LAKE,510,6,2007,9.2,44.64638889,-76.59416667
BOBS LAKE,510,6,2008,9.05,44.64638889,-76.59416667
BOBS LAKE,510,6,2009,11.85,44.64638889,-76.59416667
BOBS LAKE,510,6,2010,7.5,44.64638889,-76.59416667
BOBS LAKE,510,6,2011,7.6,44.64638889,-76.59416667
BOBS LAKE,510,6,2012,6.8,44.64638889,-76.59416667
BOBS LAKE,510,6,2013,9.3,44.64638889,-76.59416667
BOBS LAKE,510,6,2014,12.5,44.64638889,-76.59416667
BOBS LAKE,510,6,2015,10.8,44.64638889,-76.59416667
BOBS LAKE,510,6,2016,8.8,44.64638889,-76.59416667
BOBS LAKE,510,6,2017,7.6,44.64638889,-76.59416667
BOBS LAKE,510,6,2018,9.7,44.64638889,-76.59416667
BOBS LAKE,510,6,2019,8.5,44.64638889,-76.59416667
BOBS LAKE,510,7,2002,14.3,44.71777778,-76.535
BOBS LAKE,510,7,2003,11.3,44.71777778,-76.535
BOBS LAKE,510,7,2004,11.45,44.71777778,-76.535
BOBS LAKE,510,7,2005,10.85,44.71777778,-76.535
BOBS LAKE,510,7,2006,7.7,44.71777778,-76.535
BOBS LAKE,510,7,2007,7.4,44.71777778,-76.535
BOBS LAKE,510,7,2008,8.45,44.71777778,-76.535
BOBS LAKE,510,7,2009,10.65,44.71777778,-76.535
BOBS LAKE,510,7,2010,7.8,44.71777778,-76.535
BOBS LAKE,510,7,2011,10.2,44.71777778,-76.535
BOBS LAKE,510,7,2012,8.7,44.71777778,-76.535
BOBS LAKE,510,7,2013,8.2,44.71777778,-76.535
BOBS LAKE,510,7,2014,7.4,44.71777778,-76.535
BOBS LAKE,510,7,2015,11.3,44.71777778,-76.535
BOBS LAKE,510,7,2016,8.5,44.71777778,-76.535
BOBS LAKE,510,7,2017,8.9,44.71777778,-76.535
BOBS LAKE,510,7,2018,8.4,44.71777778,-76.535
BOBS LAKE,510,7,2019,10.2,44.71777778,-76.535
BOBS LAKE,510,8,2002,16.25,44.72555556,-76.56472222
BOBS LAKE,510,8,2003,12.4,44.72555556,-76.56472222
BOBS LAKE,510,8,2004,21,44.72555556,-76.56472222
BOBS LAKE,510,8,2005,17.85,44.72555556,-76.56472222
BOBS LAKE,510,8,2006,15.6,44.72555556,-76.56472222
BOBS LAKE,510,8,2011,21.7,44.72555556,-76.56472222
BOBS LAKE,510,8,2014,11.9,44.72555556,-76.56472222
BOBS LAKE,510,8,2015,13.7,44.72555556,-76.56472222
BOBS LAKE,510,8,2016,13.4,44.72555556,-76.56472222
BOBS LAKE,510,8,2017,17.7,44.72555556,-76.56472222
BOBS LAKE,510,8,2018,15.1,44.72555556,-76.56472222
BOBS LAKE,510,8,2019,11.2,44.72555556,-76.56472222
BOBS LAKE,510,9,2002,13.4,44.71361111,-76.58305556
BOBS LAKE,510,9,2003,5.75,44.71361111,-76.58305556
BOBS LAKE,510,9,2004,10.5,44.71361111,-76.58305556
BOBS LAKE,510,9,2005,7.8,44.71361111,-76.58305556
BOBS LAKE,510,9,2006,11.7,44.71361111,-76.58305556
BOBS LAKE,510,9,2007,7.35,44.71361111,-76.58305556
BOBS LAKE,510,9,2008,7.1,44.71361111,-76.58305556
BOBS LAKE,510,9,2009,7.9,44.71361111,-76.58305556
BOBS LAKE,510,9,2010,6.6,44.71361111,-76.58305556
BOBS LAKE,510,9,2011,6.2,44.71361111,-76.58305556
BOBS LAKE,510,9,2012,6,44.71361111,-76.58305556
BOBS LAKE,510,9,2013,6.8,44.71361111,-76.58305556
BOBS LAKE,510,9,2014,9.6,44.71361111,-76.58305556
BOBS LAKE,510,9,2015,6.6,44.71361111,-76.58305556
BOBS LAKE,510,9,2016,6,44.71361111,-76.58305556
BOBS LAKE,510,9,2017,7.4,44.71361111,-76.58305556
BOBS LAKE,510,9,2018,7,44.71361111,-76.58305556
BOBS LAKE,510,9,2019,9.5,44.71361111,-76.58305556
BOBS LAKE,510,10,2002,12.05,44.74166667,-76.53444444
BOBS LAKE,510,10,2003,8.05,44.74166667,-76.53444444
BOBS LAKE,510,10,2004,10.35,44.74166667,-76.53444444
BOBS LAKE,510,10,2005,9.3,44.74166667,-76.53444444
BOBS LAKE,510,10,2006,12.3,44.74166667,-76.53444444
BOBS LAKE,510,10,2007,12.35,44.74166667,-76.53444444
BOBS LAKE,510,10,2008,9.35,44.74166667,-76.53444444
BOBS LAKE,510,10,2009,10.6,44.74166667,-76.53444444
BOBS LAKE,510,10,2010,10.9,44.74166667,-76.53444444
BOBS LAKE,510,10,2011,12.1,44.74166667,-76.53444444
BOBS LAKE,510,10,2012,7.5,44.74166667,-76.53444444
BOBS LAKE,510,10,2013,10.5,44.74166667,-76.53444444
BOBS LAKE,510,10,2014,8.2,44.74166667,-76.53444444
BOBS LAKE,510,10,2015,8.2,44.74166667,-76.53444444
BOBS LAKE,510,10,2016,6,44.74166667,-76.53444444
BOBS LAKE,510,10,2017,8.3,44.74166667,-76.53444444
BOBS LAKE,510,10,2018,6.1,44.74166667,-76.53444444
BOBS LAKE,510,10,2019,8.6,44.74166667,-76.53444444
BOBS LAKE,510,11,2002,24.95,44.66,-76.64333333
BOBS LAKE,510,11,2003,12.95,44.66,-76.64333333
BOBS LAKE,510,11,2004,15.4,44.66,-76.64333333
BOBS LAKE,510,11,2005,12.9,44.66,-76.64333333
BOBS LAKE,510,11,2006,12.1,44.66,-76.64333333
BOBS LAKE,510,11,2007,11.45,44.66,-76.64333333
BOBS LAKE,510,11,2008,9.2,44.66,-76.64333333
BOBS LAKE,510,11,2009,10.55,44.66,-76.64333333
BOBS LAKE,510,11,2010,11.2,44.66,-76.64333333
BOBS LAKE,510,11,2011,14.4,44.66,-76.64333333
BOBS LAKE,510,11,2012,9.3,44.66,-76.64333333
BOBS LAKE,510,11,2013,8.2,44.66,-76.64333333
BOBS LAKE,510,11,2014,12.3,44.66,-76.64333333
BOBS LAKE,510,11,2015,13.4,44.66,-76.64333333
BOBS LAKE,510,11,2016,9.1,44.66,-76.64333333
BOBS LAKE,510,11,2017,14.4,44.66,-76.64333333
BOBS LAKE,510,11,2018,10.7,44.66,-76.64333333
BOBS LAKE,510,11,2019,14,44.66,-76.64333333
BOBS LAKE,510,12,2005,8.1,44.64777778,-76.59388889
BOBS LAKE,510,13,2005,6.25,44.67583333,-76.59916667
BOBS LAKE,510,14,2012,9.4,44.65305556,-76.6225
BOBS LAKE,510,15,2005,9.4,44.62361111,-76.62833333
BOBS LAKE,510,16,2012,17.3,44.72555556,-76.56472222
BOBS LAKE,510,16,2013,9,44.72555556,-76.56472222
BOBS LAKE,510,16,2014,10.1,44.72555556,-76.56472222
BOBS LAKE,510,16,2015,12.6,44.72555556,-76.56472222
BOBS LAKE,510,16,2016,11.5,44.72555556,-76.56472222
BOBS LAKE,510,17,2010,7.1,44.71361111,-76.58305556
BOBS LAKE,510,17,2012,7.7,44.71361111,-76.58305556
BOBS LAKE,510,17,2013,14.1,44.71361111,-76.58305556
BOBS LAKE,510,17,2014,12.7,44.71361111,-76.58305556
BOBS LAKE,510,17,2015,7.4,44.71361111,-76.58305556
BOBS LAKE,510,17,2016,7.4,44.71361111,-76.58305556
BOBS LAKE,510,18,2010,7.8,44.74166667,-76.53444444
BOBS LAKE,510,18,2013,9.5,44.74166667,-76.53444444
BOBS LAKE,510,18,2014,12.1,44.74166667,-76.53444444
BOBS LAKE,510,18,2015,8.1,44.74166667,-76.53444444
BOBS LAKE,510,18,2016,7.5,44.74166667,-76.53444444
BOBS LAKE,510,19,2010,8.6,44.64638889,-76.59416667
BOBS LAKE,510,19,2013,10.8,44.64638889,-76.59416667
BOBS LAKE,510,19,2014,11,44.64638889,-76.59416667
BOBS LAKE,510,19,2015,7.5,44.64638889,-76.59416667
BOBS LAKE,510,19,2016,10.6,44.64638889,-76.59416667
BOBS LAKE,510,20,2010,10.8,44.62583333,-76.62694444
BOBS LAKE,510,20,2013,16.5,44.62583333,-76.62694444
BOBS LAKE,510,20,2014,14.7,44.62583333,-76.62694444
BOBS LAKE,510,20,2015,8.3,44.62583333,-76.62694444
BOBS LAKE,510,20,2016,8.9,44.62583333,-76.62694444
BOBS LAKE,510,21,2013,14.9,44.66,-76.64333333
BOBS LAKE,510,21,2014,12,44.66,-76.64333333
BOBS LAKE,510,21,2016,12,44.66,-76.64333333
BOBS LAKE,510,22,2010,7.8,44.70222222,-76.56361111
BOBS LAKE,510,22,2016,8.3,44.70222222,-76.56361111
BOBS LAKE,510,23,2010,10.2,44.68027778,-76.59666667
BOBS LAKE,510,23,2012,7.3,44.68027778,-76.59666667
BOBS LAKE,510,23,2013,9.7,44.68027778,-76.59666667
BOBS LAKE,510,23,2014,14.3,44.68027778,-76.59666667
BOBS LAKE,510,23,2015,6.8,44.68027778,-76.59666667
BOBS LAKE,510,23,2016,7.4,44.68027778,-76.59666667
BOBS LAKE,510,24,2010,9,44.71777778,-76.535
BOBS LAKE,510,24,2012,8.7,44.71777778,-76.535
BOBS LAKE,510,24,2013,9,44.71777778,-76.535
BOBS LAKE,510,24,2014,12,44.71777778,-76.535
BOBS LAKE,510,24,2015,7.1,44.71777778,-76.535
BOBS LAKE,510,25,2013,11.7,44.70222222,-76.56361111
BOBS LAKE,510,25,2014,13.8,44.70222222,-76.56361111
BOBS LAKE,510,25,2015,9,44.70222222,-76.56361111
BOBS LAKE,7339,1,2004,27.65,48.4925,-81.15305556
BOBS LAKE,7339,1,2005,16.5,48.4925,-81.15305556
BOBS LAKE,7339,1,2006,22.65,48.4925,-81.15305556
BOBS LAKE,7339,1,2010,12.1,48.4925,-81.15305556
BOBS LAKE,7339,1,2012,10.4,48.4925,-81.15305556
BOBS LAKE,7339,1,2013,12.8,48.4925,-81.15305556
BOBS LAKE,7339,2,2006,22.4,48.49583333,-81.14416667
BOBS LAKE,7339,2,2010,15.9,48.49583333,-81.14416667
BOBS LAKE,7339,2,2012,9.6,48.49583333,-81.14416667
BOLGER LAKE,521,1,2002,6.6,45.66861111,-80.16555556
BOLGER LAKE,521,1,2003,6.85,45.66861111,-80.16555556
BOLGER LAKE,521,1,2004,3.95,45.66861111,-80.16555556
BOLGER LAKE,521,1,2005,4.3,45.66861111,-80.16555556
BOLGER LAKE,521,1,2006,6.85,45.66861111,-80.16555556
BOLGER LAKE,521,1,2007,4.45,45.66861111,-80.16555556
BOLGER LAKE,521,1,2008,7.85,45.66861111,-80.16555556
BOLGER LAKE,521,1,2009,4.75,45.66861111,-80.16555556
BOLGER LAKE,521,1,2010,6.2,45.66861111,-80.16555556
BOLGER LAKE,521,1,2011,5.6,45.66861111,-80.16555556
BOLGER LAKE,521,1,2012,7.8,45.66861111,-80.16555556
BOLGER LAKE,521,1,2013,6,45.66861111,-80.16555556
BOLGER LAKE,521,1,2014,4.6,45.66861111,-80.16555556
BOLGER LAKE,521,1,2015,6.9,45.66861111,-80.16555556
BOLGER LAKE (ROUND),7666,1,2018,4.9,44.67916667,-78.15722222
BOLGER LAKE (ROUND),7666,1,2019,14.9,44.67916667,-78.15722222
BOND LAKE,7573,1,2013,25.56666667,43.93333333,-79.44861111
BOND LAKE,7573,1,2014,27.1,43.93333333,-79.44861111
BOND LAKE,7573,1,2015,23.16666667,43.93333333,-79.44861111
BOND LAKE,7573,1,2016,36.26,43.93333333,-79.44861111
BOND LAKE,7573,1,2017,42.3,43.93333333,-79.44861111
BOND LAKE,7573,1,2018,12.2,43.93333333,-79.44861111
BOND LAKE,7573,1,2019,93,43.93333333,-79.44861111
BONITA LAKE,528,2,2018,5.3,45.5225,-78.7225
BONNER LAKE,530,1,2006,10.95,49.39138889,-82.12861111
BONNER LAKE,530,2,2006,11.35,49.38472222,-82.135
BONNIE LAKE,532,1,2004,5,45.13333333,-79.26666667
BOOM LAKE,7591,1,2014,7.9,48.30305556,-81.79027778
BOOM LAKE,7591,1,2015,7.4,48.30305556,-81.79027778
BOOM LAKE,7591,1,2016,5.8,48.30305556,-81.79027778
BOOM LAKE,7591,2,2014,10.7,48.29027778,-81.79444444
BOOM LAKE,7591,2,2015,8,48.29027778,-81.79444444
BOOM LAKE,7591,2,2016,6.7,48.29027778,-81.79444444
BOON LAKE,6906,1,2003,8.9,46,-79.15944444
BOSHKUNG LAKE,539,2,2003,6.15,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2004,17.75,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2005,6.1,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2006,8.9,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2007,5.1,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2008,17.6,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2009,5.95,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2011,4.1,45.06388889,-78.72777778
BOSHKUNG LAKE,539,2,2013,7.6,45.06388889,-78.72777778
BOSHKUNG LAKE,539,3,2016,6.8,45.06777778,-78.73194444
BOSHKUNG LAKE,539,4,2016,7.9,45.05,-78.72472222
BOTTLE BAY LAKE,7407,1,2005,34.7,49.78333333,-93.26305556
BOTTLE BAY LAKE,7407,1,2006,30.2,49.78333333,-93.26305556
BOTTLE LAKE,541,1,2009,8.45,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2010,9.7,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2011,9.6,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2012,9.7,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2013,8.6,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2014,11,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2015,11.8,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2016,8.1,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2017,9.5,44.76666667,-78.28333333
BOTTLE LAKE,541,1,2019,10.9,44.76666667,-78.28333333
BOTT'S LAKE,7430,1,2006,12,44.81666667,-78.06
BOULDER LAKE,7592,1,2014,10.9,48.21222222,-82.25833333
BOULDER LAKE,7592,1,2015,10.9,48.21222222,-82.25833333
BOULDER LAKE,7592,1,2016,10.4,48.21222222,-82.25833333
BOULDER LAKE,7592,2,2014,10.8,48.20694444,-82.26861111
BOULDER LAKE,7592,2,2015,10.6,48.20694444,-82.26861111
BOULDER LAKE,7592,2,2016,9,48.20694444,-82.26861111
BOULTER LAKE,545,1,2002,7.9,45.30694444,-78.05
BOULTER LAKE,545,1,2003,8.7,45.30694444,-78.05
BOULTER LAKE,545,1,2005,5.8,45.30694444,-78.05
BOULTER LAKE,545,1,2006,6.6,45.30694444,-78.05
BOULTER LAKE,545,1,2007,5.45,45.30694444,-78.05
BOULTER LAKE,545,1,2019,5.9,45.30694444,-78.05
BOW LAKE,551,1,2002,4.45,44.85,-78.56388889
BOW LAKE,551,1,2003,21.95,44.85,-78.56388889
BOW LAKE,551,1,2004,6.45,44.85,-78.56388889
BOW LAKE,551,1,2005,9.85,44.85,-78.56388889
BOW LAKE,551,1,2006,4.7,44.85,-78.56388889
BOW LAKE,551,1,2007,8.75,44.85,-78.56388889
BOW LAKE,551,1,2008,8.5,44.85,-78.56388889
BOW LAKE,551,1,2009,6.05,44.85,-78.56388889
BOW LAKE,551,1,2010,5.2,44.85,-78.56388889
BOW LAKE,551,1,2011,6,44.85,-78.56388889
BOW LAKE,551,1,2012,6.2,44.85,-78.56388889
BOW LAKE,551,1,2013,6.7,44.85,-78.56388889
BOW LAKE,551,1,2014,4.6,44.85,-78.56388889
BOW LAKE,551,1,2015,5.4,44.85,-78.56388889
BOW LAKE,551,1,2016,5,44.85,-78.56388889
BOW LAKE,551,1,2017,4.1,44.85,-78.56388889
BOW LAKE,551,1,2018,3.7,44.85,-78.56388889
BOW LAKE,551,1,2019,5.8,44.85,-78.56388889
BOW LAKE,551,2,2016,6.2,44.84638889,-78.56388889
BOWLEY LAKE,7495,1,2010,27.2,45.17333333,-76.2525
BOWLEY LAKE,7495,1,2011,23.3,45.17333333,-76.2525
BOWLEY LAKE,7495,1,2012,34.1,45.17333333,-76.2525
BOWLEY LAKE,7495,1,2013,35,45.17333333,-76.2525
BOWLEY LAKE,7495,1,2014,36,45.17333333,-76.2525
BOWLEY LAKE,7495,1,2018,25.5,45.17333333,-76.2525
BRACK LAKE,559,1,2014,9.5,49.32138889,-82.20111111
BRADY LAKE,560,1,2005,12.55,45.05,-78.83333333
BRADY LAKE,560,1,2006,13.4,45.05,-78.83333333
BRADY LAKE,560,1,2007,12.25,45.05,-78.83333333
BRADY LAKE,560,1,2008,9.55,45.05,-78.83333333
BRADY LAKE,560,1,2009,10.25,45.05,-78.83333333
BRADY LAKE,560,1,2010,17,45.05,-78.83333333
BRADY LAKE,560,1,2011,9.4,45.05,-78.83333333
BRADY LAKE,560,1,2012,8.9,45.05,-78.83333333
BRADY LAKE,560,1,2013,8.7,45.05,-78.83333333
BRADY LAKE,560,1,2014,11.7,45.05,-78.83333333
BRADY LAKE,560,1,2015,12.7,45.05,-78.83333333
BRADY LAKE,560,1,2016,9.8,45.05,-78.83333333
BRADY LAKE,560,1,2017,19.8,45.05,-78.83333333
BRADY LAKE,560,3,2002,11.5,45.05,-78.83333333
BRADY LAKE,560,3,2003,8.3,45.05,-78.83333333
BRADY LAKE,560,3,2004,13.45,45.05,-78.83333333
BRAIN LAKE,6849,1,2003,5.65,46.11027778,-78.69055556
BRANDY LAKE,562,1,2006,27.91,45.10805556,-79.52555556
BRANDY LAKE,562,1,2007,20.94166667,45.10805556,-79.52555556
BRANDY LAKE,562,1,2008,30.275,45.10805556,-79.52555556
BRANDY LAKE,562,1,2009,23.99166667,45.10805556,-79.52555556
BRANDY LAKE,562,1,2010,26.65,45.10805556,-79.52555556
BRANDY LAKE,562,1,2011,24.23333333,45.10805556,-79.52555556
BRANDY LAKE,562,1,2012,23.18,45.10805556,-79.52555556
BRANDY LAKE,562,1,2013,26.3,45.10805556,-79.52555556
BRANDY LAKE,562,1,2014,26.98333333,45.10805556,-79.52555556
BRANDY LAKE,562,1,2015,20.41666667,45.10805556,-79.52555556
BRANDY LAKE,562,1,2016,17.7,45.10805556,-79.52555556
BRANDY LAKE,562,1,2017,29.16666667,45.10805556,-79.52555556
BRANDY LAKE,562,1,2018,20.9,45.10805556,-79.52555556
BRANDY LAKE,562,1,2019,29.38,45.10805556,-79.52555556
BRAY LAKE,567,1,2007,10.6,45.90388889,-79.47166667
BRAY LAKE,567,1,2008,11.85,45.90388889,-79.47166667
BRENNAN LAKE,571,1,2012,11,45.31083333,-79.88388889
BRENNAN LAKE,571,1,2013,10.2,45.31083333,-79.88388889
BRENNAN LAKE,571,1,2014,9.4,45.31083333,-79.88388889
BRENNAN LAKE,571,1,2016,6.8,45.31083333,-79.88388889
BRENNAN LAKE,571,1,2019,15.9,45.31083333,-79.88388889
BREWER LAKE,572,1,2002,6.3,45.59138889,-78.30888889
BREWER LAKE,572,1,2003,6.6,45.59138889,-78.30888889
BREWSTER LAKE,574,1,2014,11,45.65805556,-77.4675
BREWSTER'S LAKE,6852,1,2002,8.15,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2003,33.25,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2004,9.783333333,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2005,11.17,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2006,9.075,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2007,13.06666667,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2008,10.8125,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2009,9.775,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2010,11.35,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2011,10.52,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2012,10.85,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2013,9.6,44.34083333,-80.30444444
BREWSTER'S LAKE,6852,1,2014,11.38333333,44.34083333,-80.30444444
