Lake.Name,STN,Site.ID,Year,Secchi.depth_avg,Latitude,Longitude
ABERDEEN LAKE (BASS),4,1,2000,3.8,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2001,3.3,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2002,3,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2003,2.8,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2004,2.5,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2005,4.2,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2006,4.1,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2007,3.2,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2008,4.2,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2009,2.8,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2010,4,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2011,3.2,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2012,4,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2014,3.4,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2015,3.4,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,1,2017,4,46.50833333,-83.81111111
ABERDEEN LAKE (BASS),4,2,2005,3.2,46.50333333,-83.79361111
ABITIBI LAKE,2451,1,2015,0.3,48.79305556,-80.15444444
ABITIBI LAKE,2451,1,2018,0.4,48.79305556,-80.15444444
ABITIBI LAKE,2451,2,2018,0.4,48.66805556,-79.73916667
ABITIBI LAKE,2451,3,2018,0.4,48.64361111,-79.89277778
ABITIBI LAKE,2451,21,2018,0.4,48.75166667,-79.91611111
ADA LAKE,15,1,2004,5,45.09111111,-79.64055556
ADA LAKE,15,1,2007,1.9,45.09111111,-79.64055556
ADA LAKE,15,1,2019,1.9,45.09111111,-79.64055556
ADA LAKE,15,2,2015,1.7,45.09,-79.63861111
ADA LAKE,15,2,2016,1.7,45.09,-79.63861111
ADA LAKE,15,2,2017,1.9,45.09,-79.63861111
ADA LAKE,15,2,2018,1.9,45.09,-79.63861111
ADAM'S LAKE,6931,1,1996,3.9,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,1997,3.6,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,1998,3.7,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,1999,3.7,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2000,3.6,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2001,2.7,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2002,3.3,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2003,3.9,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2004,4.2,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2005,4.2,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2006,5.4,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2007,5,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2008,4.6,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2009,4.5,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2010,5.3,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2011,4.4,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2012,5.2,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2013,5,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2015,4.5,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2016,4.1,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2018,3.7,44.81111111,-76.21527778
ADAM'S LAKE,6931,1,2019,4.3,44.81111111,-76.21527778
ADAM'S LAKE,6931,3,2014,3.6,44.81,-77.77861111
AEROBUS LAKE,25,1,2018,3.5,50.34722222,-93.35638889
AEROBUS LAKE,25,2,2018,2.3,50.30722222,-93.4175
AGIMAK LAKE,7381,1,2018,2.8,49.33638889,-91.69388889
AGIMAK LAKE,7381,1,2019,2.4,49.33638889,-91.69388889
AGIMAK LAKE,7381,2,2018,3.3,49.36972222,-91.69305556
AGIMAK LAKE,7381,2,2019,2.2,49.36972222,-91.69305556
AGIMAK LAKE,7381,3,2018,2,49.40361111,-91.68027778
AGIMAK LAKE,7381,3,2019,2.3,49.40361111,-91.68027778
AGNEW LAKE,6051,1,2006,3.8,46.35388889,-81.73333333
AGNEW LAKE,6051,2,2006,2.9,46.35416667,-81.73472222
AGNEW LAKE,6051,3,2014,2.5,46.37638889,-81.66361111
AHMIC LAKE,32,1,1993,3.9,45.63055556,-79.65138889
AHMIC LAKE,32,1,1994,3.9,45.63055556,-79.65138889
AHMIC LAKE,32,1,1996,2.2,45.63055556,-79.65138889
AHMIC LAKE,32,1,1997,2,45.63055556,-79.65138889
AHMIC LAKE,32,1,1998,3.3,45.63055556,-79.65138889
AHMIC LAKE,32,1,1999,2.8,45.63055556,-79.65138889
AHMIC LAKE,32,1,2000,2.7,45.63055556,-79.65138889
AHMIC LAKE,32,1,2001,3.1,45.63055556,-79.65138889
AHMIC LAKE,32,1,2002,3.2,45.63055556,-79.65138889
AHMIC LAKE,32,1,2003,3,45.63055556,-79.65138889
AHMIC LAKE,32,1,2004,3.1,45.63055556,-79.65138889
AHMIC LAKE,32,1,2005,3.1,45.63055556,-79.65138889
AHMIC LAKE,32,1,2006,2.8,45.63055556,-79.65138889
AHMIC LAKE,32,1,2007,2.9,45.63055556,-79.65138889
AHMIC LAKE,32,1,2008,2,45.63055556,-79.65138889
AHMIC LAKE,32,1,2009,2.4,45.63055556,-79.65138889
AHMIC LAKE,32,1,2010,2.5,45.63055556,-79.65138889
AHMIC LAKE,32,1,2011,2.1,45.63055556,-79.65138889
AHMIC LAKE,32,1,2012,2.6,45.63055556,-79.65138889
AHMIC LAKE,32,1,2013,2.3,45.63055556,-79.65138889
AHMIC LAKE,32,1,2014,2.2,45.63055556,-79.65138889
AHMIC LAKE,32,1,2015,2.7,45.63055556,-79.65138889
AHMIC LAKE,32,1,2016,2.7,45.63055556,-79.65138889
AHMIC LAKE,32,1,2017,1.9,45.63055556,-79.65138889
AHMIC LAKE,32,1,2018,2.5,45.63055556,-79.65138889
AHMIC LAKE,32,1,2019,2.3,45.63055556,-79.65138889
AHMIC LAKE,32,2,1993,4,45.65222222,-79.72333333
AHMIC LAKE,32,2,1994,3.2,45.65222222,-79.72333333
AHMIC LAKE,32,2,1995,3.6,45.65222222,-79.72333333
AHMIC LAKE,32,2,1996,2.6,45.65222222,-79.72333333
AHMIC LAKE,32,2,1997,3.6,45.65222222,-79.72333333
AHMIC LAKE,32,2,1998,3.3,45.65222222,-79.72333333
AHMIC LAKE,32,2,1999,3.2,45.65222222,-79.72333333
AHMIC LAKE,32,2,2000,2.9,45.65222222,-79.72333333
AHMIC LAKE,32,2,2001,2.7,45.65222222,-79.72333333
AHMIC LAKE,32,2,2002,3.3,45.65222222,-79.72333333
AHMIC LAKE,32,2,2003,3,45.65222222,-79.72333333
AHMIC LAKE,32,2,2004,3.1,45.65222222,-79.72333333
AHMIC LAKE,32,2,2005,3.1,45.65222222,-79.72333333
AHMIC LAKE,32,2,2006,3,45.65222222,-79.72333333
AHMIC LAKE,32,2,2007,2.7,45.65222222,-79.72333333
AHMIC LAKE,32,2,2008,2.3,45.65222222,-79.72333333
AHMIC LAKE,32,2,2009,2.5,45.65222222,-79.72333333
AHMIC LAKE,32,2,2010,2.6,45.65222222,-79.72333333
AHMIC LAKE,32,2,2011,2.2,45.65222222,-79.72333333
AHMIC LAKE,32,2,2012,2.5,45.65222222,-79.72333333
AHMIC LAKE,32,2,2013,2.5,45.65222222,-79.72333333
AHMIC LAKE,32,2,2014,2.4,45.65222222,-79.72333333
AHMIC LAKE,32,2,2015,2.8,45.65222222,-79.72333333
AHMIC LAKE,32,2,2016,2.8,45.65222222,-79.72333333
AHMIC LAKE,32,2,2017,2.1,45.65222222,-79.72333333
AHMIC LAKE,32,2,2018,2.6,45.65222222,-79.72333333
AHMIC LAKE,32,2,2019,2.3,45.65222222,-79.72333333
AHMIC LAKE,32,3,2002,2.8,45.65222222,-79.72333333
AHMIC LAKE,32,4,2017,3.5,45.63111111,-79.63972222
AHMIC LAKE,32,5,2017,4.3,45.65472222,-79.73277778
AIRD LAKE,33,1,1998,5.3,45.13027778,-77.07638889
AIRD LAKE,33,1,2001,4.5,45.13027778,-77.07638889
AIRD LAKE,33,2,2014,4.8,45.13916667,-77.08083333
AIRD LAKE,33,2,2016,5.8,45.13916667,-77.08083333
AIRD LAKE,33,2,2017,5.6,45.13916667,-77.08083333
AKWESKWA LAKE,7590,1,2015,1.1,48.17666667,-81.90416667
ALCOCK LAKE,7600,2,2014,1.2,49.82666667,-94.49333333
ALFRED LAKE,49,1,2001,3.8,45.67555556,-79.005
ALLAN LAKE,55,1,2015,0.8,49.68444444,-82.77333333
ALLEN LAKE,6114,1,1993,6.3,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1994,6.1,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1995,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1996,6.4,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1997,6.4,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1998,6.5,45.12361111,-78.25277778
ALLEN LAKE,6114,1,1999,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2000,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2001,6.7,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2002,6.3,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2003,6.3,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2004,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2005,6.1,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2006,5.6,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2007,5.9,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2008,6.1,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2009,5.9,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2010,6.1,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2011,5.7,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2012,5.9,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2013,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2014,6,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2015,6.2,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2016,6.5,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2017,5.4,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2018,6,45.12361111,-78.25277778
ALLEN LAKE,6114,1,2019,5.7,45.12361111,-78.25277778
ALLEN LAKE,6114,2,2014,4.5,45.12166667,-78.25027778
ALLUMETTE LAKE (OTTAWA R),3162,1,1999,2,45.85888889,-77.18666667
ANIMOOSH LAKE,88,1,2002,4.3,45.77194444,-78.13805556
ANIMOOSH LAKE,88,1,2017,5.9,45.77194444,-78.13805556
ANSTRUTHER LAKE,96,1,1990,4.9,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1991,5.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1992,6.2,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1993,5.2,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1994,4.9,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1995,5.6,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1998,5.5,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,1999,6.2,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2000,4.6,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2001,6,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2002,4.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2003,6.1,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2004,4.8,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2005,5.6,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2006,5,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2007,4.9,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2008,5.1,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2009,5.1,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2012,6,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2014,5.1,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2018,5.2,44.755,-78.19444444
ANSTRUTHER LAKE,96,1,2019,5.1,44.755,-78.19444444
ANSTRUTHER LAKE,96,2,1990,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1991,5.8,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1992,6.8,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1993,5.2,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1994,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1995,5.1,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1998,4.5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,1999,6.1,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2000,4.6,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2001,6.2,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2002,4.9,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2003,5.9,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2004,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2005,5.5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2006,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2007,5.5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2008,5,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2009,5.3,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2012,5.9,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2014,4.9,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2017,4.4,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2018,5.3,44.73527778,-78.23194444
ANSTRUTHER LAKE,96,2,2019,4.9,44.73527778,-78.23194444
ARDOCH LAKE,2776,1,2004,11,44.93138889,-76.86277778
ARDOCH LAKE,2776,2,2010,6.8,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2011,5.6,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2012,5.5,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2013,5.9,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2014,5.7,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2015,5.5,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2016,6.4,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2017,6.2,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2018,7,44.93083333,-76.86444444
ARDOCH LAKE,2776,2,2019,5.8,44.93083333,-76.86444444
ARGYLE LAKE,7412,1,2005,2.3,48.04527778,-80.86166667
ARGYLE LAKE,7412,2,2005,2.3,48.035,-80.85555556
ARMISHAW LAKE,5041,1,2012,5.5,45.23361111,-79.77305556
ARMISHAW LAKE,5041,1,2018,4.1,45.23361111,-79.77305556
ARMSTRONG LAKE,120,1,1999,4.8,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2000,4.3,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2001,4.6,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2002,4.7,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2003,5.1,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2004,4.7,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2005,4.5,49.97166667,-94.38333333
ARMSTRONG LAKE,120,1,2006,5.2,49.97166667,-94.38333333
ARMSTRONG LAKE,7452,1,2007,5.2,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2008,4.3,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2009,4.1,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2010,5.2,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2011,5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2012,5.1,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2013,4.4,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2014,4.4,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2015,4.7,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2016,4.5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2017,4.5,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2018,4.6,46.53055556,-81.55833333
ARMSTRONG LAKE,7452,1,2019,4.4,46.53055556,-81.55833333
ARNOTT LAKE,123,1,2015,5.5,49.59777778,-84.59972222
ARNOTT LAKE,123,1,2018,7.3,49.59777778,-84.59972222
ARNOTT LAKE,123,2,2018,7.3,49.59861111,-84.61
ARRAN LAKE,6861,1,1995,2.6,44.48333333,-81.26055556
ARROW LAKE,125,2,2004,7.8,48.14805556,-90.31972222
ARROW LAKE,125,2,2005,8,48.14805556,-90.31972222
ARROW LAKE,125,3,2012,8,48.14555556,-90.31583333
ARROW LAKE,125,4,2012,6.5,48.16611111,-90.24333333
ARROW LAKE,125,4,2019,4.1,48.16611111,-90.24333333
ARROW LAKE,125,5,2012,5.5,48.17361111,-90.20138889
ARROW LAKE,125,5,2019,3.6,48.17361111,-90.20138889
ARROW LAKE,125,6,2012,6.1,48.17166667,-90.16972222
ASHBY LAKE,131,1,1996,6,45.09583333,-77.34722222
ASHBY LAKE,131,2,1996,5.4,45.09444444,-77.3625
ASHBY LAKE,131,2,2002,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2003,5.8,45.09444444,-77.3625
ASHBY LAKE,131,2,2004,5.3,45.09444444,-77.3625
ASHBY LAKE,131,2,2005,5.5,45.09444444,-77.3625
ASHBY LAKE,131,2,2006,5.3,45.09444444,-77.3625
ASHBY LAKE,131,2,2007,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2008,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2009,5.4,45.09444444,-77.3625
ASHBY LAKE,131,2,2010,5.6,45.09444444,-77.3625
ASHBY LAKE,131,2,2011,5.4,45.09444444,-77.3625
ASHBY LAKE,131,2,2012,5.6,45.09444444,-77.3625
ASHBY LAKE,131,2,2013,5.5,45.09444444,-77.3625
ASHBY LAKE,131,2,2014,5.1,45.09444444,-77.3625
ASHBY LAKE,131,2,2015,5.4,45.09444444,-77.3625
ASHBY LAKE,131,2,2016,5.4,45.09444444,-77.3625
ASHBY LAKE,131,2,2017,4.9,45.09444444,-77.3625
ASHBY LAKE,131,2,2018,6,45.09444444,-77.3625
ASHBY LAKE,131,2,2019,6.3,45.09444444,-77.3625
ASHBY LAKE,131,3,1997,6.5,45.09083333,-77.3525
ASHBY LAKE,131,3,1998,6.1,45.09083333,-77.3525
ASHBY LAKE,131,3,1999,5.8,45.09083333,-77.3525
ASHBY LAKE,131,3,2000,5.1,45.09083333,-77.3525
ASHBY LAKE,131,3,2001,5.6,45.09083333,-77.3525
ASHBY LAKE,131,3,2002,5.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2003,5.9,45.09083333,-77.3525
ASHBY LAKE,131,3,2004,5.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2005,5.5,45.09083333,-77.3525
ASHBY LAKE,131,3,2006,5.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2007,5.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2008,5.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2009,5.6,45.09083333,-77.3525
ASHBY LAKE,131,3,2010,5.9,45.09083333,-77.3525
ASHBY LAKE,131,3,2011,5.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2012,5.7,45.09083333,-77.3525
ASHBY LAKE,131,3,2013,5.4,45.09083333,-77.3525
ASHBY LAKE,131,3,2014,5.2,45.09083333,-77.3525
ASHBY LAKE,131,3,2015,5.4,45.09083333,-77.3525
ASHBY LAKE,131,3,2016,5.3,45.09083333,-77.3525
ASHBY LAKE,131,3,2017,4.6,45.09083333,-77.3525
ASHBY LAKE,131,3,2018,5.9,45.09083333,-77.3525
ASHBY LAKE,131,3,2019,6.6,45.09083333,-77.3525
ASHIGAMI LAKE,132,1,2006,4.5,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2009,4.5,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2011,4.4,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2012,6.4,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2013,5,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2017,4.5,46.65,-80.56666667
ASHIGAMI LAKE,132,1,2018,4,46.65,-80.56666667
ATHELSTANE LAKE,136,1,2012,3.8,48.76805556,-90.23555556
ATHELSTANE LAKE,136,1,2019,2.4,48.76805556,-90.23555556
ATHELSTANE LAKE,136,2,2012,3.8,48.77444444,-90.20138889
ATHELSTANE LAKE,136,2,2019,2.4,48.77444444,-90.20138889
AUSTIN LAKE,6932,1,1997,2.5,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,1998,2.8,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,1999,2.6,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2000,2.4,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2001,2.5,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2002,2.5,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2003,3.1,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2004,2.4,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2005,2.1,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2007,2.3,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2008,2.2,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2009,2.7,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2010,2.6,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2011,2.9,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2012,3,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2013,3.5,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2014,2.4,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2015,2.8,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2016,2.8,49.89777778,-94.37611111
AUSTIN LAKE,6932,1,2017,3.4,49.89777778,-94.37611111
AUSTIN LAKE,6932,2,2014,2.9,49.88611111,-94.375
AUSTIN LAKE,6932,3,2006,4.1,49.88638889,-94.37527778
AYLEN LAKE,160,1,2001,6.9,45.61666667,-77.85
AYLEN LAKE,160,1,2002,5.7,45.61666667,-77.85
AYLEN LAKE,160,1,2003,5.4,45.61666667,-77.85
AYLEN LAKE,160,1,2004,5.5,45.61666667,-77.85
AYLEN LAKE,160,1,2017,4.8,45.61666667,-77.85
AYLEN LAKE,160,1,2018,4.8,45.61666667,-77.85
AYLEN LAKE,160,1,2019,5.3,45.61666667,-77.85
AYLEN LAKE,160,2,2019,3.5,45.63611111,-77.89138889
AYLEN LAKE,160,3,2019,4,45.62527778,-77.84388889
AYLEN LAKE,160,4,2019,4,45.59916667,-77.84166667
BABY LAKE,163,1,2003,5,45.2625,-79.77611111
BABY LAKE,163,1,2019,3.6,45.2625,-79.77611111
BABY LAKE,163,2,2012,4.8,45.20333333,-79.79
BABY LAKE,163,2,2014,3.1,45.20333333,-79.79
BABY LAKE,163,2,2017,1.2,45.20333333,-79.79
BABY LAKE,163,2,2019,1.5,45.20333333,-79.79
BACK LAKE,165,1,2012,4,45.31083333,-79.91611111
BACK LAKE,165,1,2017,2.3,45.31083333,-79.91611111
BACK LAKE,165,1,2018,3.3,45.31083333,-79.91611111
BAGOT LONG LAKE,171,1,1996,5.5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,1997,5.2,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,1998,5.1,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,1999,4.6,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2000,4.5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2001,4.4,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2002,4.8,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2003,4.6,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2004,5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2005,4.5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2006,4.6,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2007,3.1,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2008,4.5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2009,5,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2010,4.2,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2011,4,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2012,4.8,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2013,3.8,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2014,4.2,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2016,3.3,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2017,3.1,45.2375,-76.64861111
BAGOT LONG LAKE,171,1,2018,3.3,45.2375,-76.64861111
BALLANTYNE LAKE,7037,1,2001,4.1,45.97694444,-79.15083333
BALSAM LAKE,6902,2,2001,5.3,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2002,5,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2003,5.5,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2004,6.1,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2005,5.9,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2006,3.9,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2007,4.7,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2008,4.5,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2009,5.4,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2010,4.7,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2011,5.1,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2012,5.5,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2013,5.8,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2014,4.8,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2015,5.1,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2016,5.4,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2018,6.2,44.63305556,-78.83944444
BALSAM LAKE,6902,2,2019,6.1,44.63305556,-78.83944444
BALSAM LAKE,6902,3,2001,4.6,44.55888889,-78.88638889
BALSAM LAKE,6902,3,2002,4.5,44.55888889,-78.88638889
BALSAM LAKE,6902,3,2003,4.6,44.55888889,-78.88638889
BALSAM LAKE,6902,3,2004,4.3,44.55888889,-78.88638889
BALSAM LAKE,6902,3,2006,3.6,44.55888889,-78.88638889
BALSAM LAKE,6902,3,2007,3.9,44.55888889,-78.88638889
BALSAM LAKE,6902,4,1996,4.5,44.57666667,-78.84444444
BALSAM LAKE,6902,4,1998,4.3,44.57666667,-78.84444444
BALSAM LAKE,6902,4,2001,6,44.57666667,-78.84444444
BALSAM LAKE,6902,5,1996,4,44.63,-78.81194444
BALSAM LAKE,6902,5,1997,3.9,44.63,-78.81194444
